idx,title,year,poster,status,tmdb_id
484,Jug Jugg Jeeyo,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt13449624.jpg,downloaded,765019
485,Madgaon Express,2024,posters/movies_comedy_firstgenre_1996-2025_cap500/tt26745657.jpg,downloaded,1201015
486,Nonnas,2025,posters/movies_comedy_firstgenre_1996-2025_cap500/tt28309594.jpg,downloaded,1151039
487,Vengeance,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt11976532.jpg,downloaded,829832
488,Mean Girls,2024,posters/movies_comedy_firstgenre_1996-2025_cap500/tt11762114.jpg,downloaded,673593
489,Crew,2024,posters/movies_comedy_firstgenre_1996-2025_cap500/tt21383812.jpg,downloaded,1045931
490,Bros,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt9731598.jpg,downloaded,614939
491,A Family Affair,2024,posters/movies_comedy_firstgenre_1996-2025_cap500/tt21051906.jpg,downloaded,987686
492,Son of Sardaar 2,2025,posters/movies_comedy_firstgenre_1996-2025_cap500/tt29429860.jpg,downloaded,1311649
493,"Are You There God? It's Me, Margaret.",2023,posters/movies_comedy_firstgenre_1996-2025_cap500/tt9185206.jpg,downloaded,555285
494,Mrs. Harris Goes to Paris,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt5151570.jpg,downloaded,754609
495,Metal Lords,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt12141112.jpg,downloaded,739993
496,The Life List,2025,posters/movies_comedy_firstgenre_1996-2025_cap500/tt2172954.jpg,downloaded,1254786
497,Bhool Bhulaiyaa 2,2022,posters/movies_comedy_firstgenre_1996-2025_cap500/tt6455162.jpg,downloaded,695962
498,Champions,2023,posters/movies_comedy_firstgenre_1996-2025_cap500/tt15339570.jpg,downloaded,933419
499,Fallen Leaves,2023,posters/movies_comedy_firstgenre_1996-2025_cap500/tt21027780.jpg,downloaded,986280
500,Eddington,2025,posters/movies_comedy_firstgenre_1996-2025_cap500/tt31176520.jpg,downloaded,648878
